	gene_id	gene_type	logFC	AveExpr
18265	ENSG00000219738.2	processed_pseudogene	0.0966090785797392	-0.468959667172038
6155	ENSG00000207456.1	snRNA	0.0934187380759777	0.262674820438914
15234	ENSG00000154162.14	protein_coding	0.0959858720002676	1.425243319
19006	ENSG00000181577.15	protein_coding	-0.304572029354476	1.838261509
4633	ENSG00000067533.5	protein_coding	0.0943060054999508	5.465421079
13167	ENSG00000128050.8	protein_coding	0.0964773885000314	-0.487698750769021
12051	ENSG00000186038.9	protein_coding	-0.0945009308777729	5.505818138
16907	ENSG00000254363.6	processed_transcript	-0.0943847357280568	1.801957714
15999	ENSG00000164253.13	protein_coding	0.0933702290945894	-1.115212608
9429	ENSG00000163703.17	protein_coding	-0.114542442459325	-0.884338861674627
13149	ENSG00000272969.1	antisense	0.0945909105274289	-0.816324393958061
2714	ENSG00000215930.1	miRNA	-0.0930189695823656	3.088641015
17679	ENSG00000228259.3	unprocessed_pseudogene	0.0929122637602845	4.262924669
13332	ENSG00000248824.2	unprocessed_pseudogene	0.164697052508779	-0.822769606073247
12997	ENSG00000277096.1	processed_pseudogene	0.0940479790978018	1.360864258
9751	ENSG00000153558.15	protein_coding	0.0933760537340701	2.464507469
1446	ENSG00000281912.1	lincRNA	0.0930351956533218	0.270863997540239
2895	ENSG00000186364.11	protein_coding	-0.0945239380698362	6.827088588
7592	ENSG00000233221.6	antisense	-0.0935268829576944	-0.740394517921528
5189	ENSG00000202184.1	snRNA	-0.0946313812730513	-1.328801036
1802	ENSG00000200174.1	misc_RNA	-0.0964568888708462	-0.896179440135935
10081	ENSG00000284251.1	miRNA	0.0929381456613129	1.866781936
16530	ENSG00000164334.15	protein_coding	0.0934271426397208	1.61155044
18591	ENSG00000204396.10	protein_coding	0.0932914022120263	0.918554229972099
14808	ENSG00000279943.1	TEC	0.0951212542077726	2.522410288
2608	ENSG00000007341.18	protein_coding	0.093840259556946	-1.109039101
18343	ENSG00000212240.1	snRNA	-0.0932908868165298	-1.030687934
5165	ENSG00000121644.18	protein_coding	-0.094626386910391	5.319548001
8722	ENSG00000021826.15	protein_coding	0.0926974448606329	-0.34947178881011
5894	ENSG00000229013.1	processed_pseudogene	0.0957192065461176	7.839112764
5188	ENSG00000225222.2	processed_pseudogene	0.0953607854137085	-1.386869983
12887	ENSG00000207075.1	misc_RNA	0.107074465534579	0.118459431449356
2521	ENSG00000261055.1	lincRNA	0.0932138930868529	4.004697773
957	ENSG00000278274.1	snoRNA	0.0945861017082095	-0.185771528742255
1889	ENSG00000116704.7	protein_coding	0.10595801736236	-0.962483070090592
5328	ENSG00000226277.1	lincRNA	0.0926445055323679	-0.325929053267942
2292	ENSG00000178596.10	processed_pseudogene	0.0946227904520283	7.125788008
3018	ENSG00000275557.1	processed_transcript	0.0926511333998016	0.550192742669424
13604	ENSG00000251411.1	processed_pseudogene	-0.0935595430713373	5.635351505
2238	ENSG00000174842.16	protein_coding	-0.0954631926575186	6.235789086
9536	ENSG00000260902.1	lincRNA	0.0931165664145432	0.394512238606255
1951	ENSG00000269933.1	sense_intronic	0.0930318068384598	2.842577039
6929	ENSG00000248821.1	unprocessed_pseudogene	0.0924961681335319	2.092656924
9638	ENSG00000242109.1	transcribed_processed_pseudogene	-0.0926142105618111	0.931579096233409
8571	ENSG00000235433.1	unprocessed_pseudogene	-0.0933321045286817	-1.085664481
8637	ENSG00000252716.1	misc_RNA	0.0927732476893574	0.510473938849341
9936	ENSG00000235886.1	lincRNA	-0.0940427472079416	0.195803150573592
6943	ENSG00000236431.1	processed_pseudogene	-0.093939628933787	6.430475206
8082	ENSG00000204334.7	protein_coding	-0.0928826631426736	3.598134701
1508	ENSG00000261290.1	unprocessed_pseudogene	0.0937178798884279	0.855592071559143
8838	ENSG00000115556.13	protein_coding	0.0937054507122269	0.672310027361519
19036	ENSG00000261080.1	lincRNA	-0.116869831814376	-0.990833328220107
8669	ENSG00000223433.1	processed_pseudogene	-0.0923595015425798	-1.077879692
661	ENSG00000158825.5	protein_coding	0.092270342634525	1.696153454
5368	ENSG00000171853.15	protein_coding	0.0972675349543262	-0.888746566052224
14904	ENSG00000264233.1	miRNA	-0.0923501222324875	7.116372582
1065	ENSG00000254553.1	protein_coding	0.095962908494037	5.75163198
10679	ENSG00000282527.1	antisense	-0.0940497381201812	6.35541451
14224	ENSG00000249754.2	processed_pseudogene	0.0923069414164511	2.511574015
19034	ENSG00000124813.21	protein_coding	0.105260759067073	2.429894636
8534	ENSG00000234731.2	unprocessed_pseudogene	0.0967502089048694	-0.150282911938829
4781	ENSG00000182827.8	protein_coding	-0.0941366003896328	5.479590528
13177	ENSG00000265894.2	misc_RNA	0.0941936873141141	-0.42292245602017
18935	ENSG00000261068.2	lincRNA	0.0921346863360172	-0.368786768044429
8160	ENSG00000277948.1	misc_RNA	-0.0923815264050335	-1.210763861
6166	ENSG00000272156.1	lincRNA	0.0943096800173148	1.684241101
12925	ENSG00000109814.11	protein_coding	-0.0947952302864662	2.778093086
11608	ENSG00000244268.1	antisense	-0.0947820467461917	7.777970223
6428	ENSG00000231024.1	lincRNA	0.0934680963267619	0.408168852542728
13077	ENSG00000251539.1	processed_pseudogene	-0.112672607041947	-1.368493999
7270	ENSG00000204581.2	antisense	-0.0933297252481353	0.172063165195714
15682	ENSG00000249584.1	lincRNA	0.0924423457518604	0.193084354337193
12175	ENSG00000230077.1	processed_pseudogene	0.0948264373320211	3.080059179
9141	ENSG00000244122.2	protein_coding	0.171356217785812	0.892885544300569
10925	ENSG00000151576.10	protein_coding	0.0922645054849132	-0.38323157506863
10918	ENSG00000241889.1	processed_pseudogene	0.0924997198703855	0.187066700558492
11510	ENSG00000285557.1	lincRNA	0.0937766068096729	2.138887332
11454	ENSG00000188582.8	protein_coding	-0.0929676460535164	8.586849767
18716	ENSG00000112511.17	protein_coding	-0.0921240337855434	2.794443864
8089	ENSG00000115827.13	protein_coding	0.103067705087022	-0.428976545369805
8796	ENSG00000231597.1	antisense	0.0933957685482781	1.830772594
3712	ENSG00000224358.1	antisense	-0.0950499289546387	2.749408602
14364	ENSG00000201264.1	snoRNA	-0.0921089842851223	2.05832922
4352	ENSG00000122176.11	protein_coding	0.091886110204544	3.80223505
13294	ENSG00000249472.1	processed_pseudogene	0.094315061757727	3.613771784
17675	ENSG00000244945.1	antisense	-0.105227973051283	0.745718528771071
5159	ENSG00000173728.10	protein_coding	0.0940779838495381	4.056601615
11526	ENSG00000244468.1	antisense	-0.0943838608268121	7.944883205
4491	ENSG00000285719.1	antisense	0.100254243969151	-1.31119113
9139	ENSG00000234143.1	unprocessed_pseudogene	-0.0924316838919858	5.582086407
5173	ENSG00000252073.1	snRNA	-0.0949900751567798	6.200832336
880	ENSG00000175707.8	protein_coding	-0.109284299104062	-0.400101228683438
5841	ENSG00000270422.1	processed_pseudogene	0.102181540204964	0.298201236604142
13335	ENSG00000249686.1	unprocessed_pseudogene	0.0949954058932391	2.276763232
2940	ENSG00000226015.2	processed_pseudogene	0.0934807545595749	3.840249277
8633	ENSG00000279220.3	processed_transcript	0.098339868445432	2.838833984
12764	ENSG00000283281.1	miRNA	0.0941814532740891	3.811568328
9254	ENSG00000213048.3	unitary_pseudogene	-0.145109461580968	-1.52395419
14758	ENSG00000227765.4	processed_pseudogene	-0.093064116907704	1.11288
2633	ENSG00000238256.1	processed_pseudogene	0.0923391040519011	0.0757568063027689
9628	ENSG00000228171.1	unprocessed_pseudogene	0.0917870316740915	1.48369723
1640	ENSG00000116171.17	protein_coding	0.0921579463786435	4.030838795
3821	ENSG00000120370.12	protein_coding	-0.095599735422307	-1.206367161
9932	ENSG00000160746.12	protein_coding	-0.0991851032859215	-1.432671401
17348	ENSG00000145861.7	protein_coding	0.0922589423668759	2.64851094
2121	ENSG00000280099.1	TEC	-0.0918568268466974	5.18161029
8367	ENSG00000223824.1	processed_pseudogene	-0.0932476989383494	8.571152439
755	ENSG00000229239.2	unprocessed_pseudogene	0.101399963180638	-0.998943538428864
13295	ENSG00000251101.1	processed_pseudogene	0.0919303812466038	-0.613122922995886
2961	ENSG00000206791.1	snRNA	0.0915838788049271	-0.680367832849819
11409	ENSG00000224085.3	processed_pseudogene	0.092137977588766	1.456479793
3672	ENSG00000143248.12	protein_coding	-0.0941798213386494	7.51780279
12944	ENSG00000201863.1	snoRNA	0.092181048559697	7.661141643
7153	ENSG00000238273.3	antisense	-0.0943653008973169	3.937449796
10480	ENSG00000240156.1	processed_pseudogene	0.0922872771543262	0.248920687605934
1363	ENSG00000243710.7	protein_coding	0.0927647155838032	-0.0456726696913839
3878	ENSG00000231615.2	processed_pseudogene	0.106724401558339	2.994096554
18076	ENSG00000218643.2	processed_pseudogene	0.0916140967565413	-0.0139992985409093
9003	ENSG00000115009.12	protein_coding	0.0915402663689232	-0.715348839367203
12333	ENSG00000225578.1	antisense	0.0952817945385756	-1.313344229
15152	ENSG00000249737.1	antisense	0.103142492382686	-1.057685548
6508	ENSG00000284902.1	sense_intronic	0.0917964798570289	5.385950819
879	ENSG00000131910.4	protein_coding	-0.0946255185392235	4.407842566
4741	ENSG00000232628.5	sense_intronic	0.0913831520431593	5.27548742
8776	ENSG00000260804.3	lincRNA	-0.094056170539037	4.661934413
910	ENSG00000233975.1	lincRNA	0.0914391072060312	2.964500908
4181	ENSG00000134371.12	protein_coding	-0.0913614795510236	1.982736782
13351	ENSG00000234124.6	transcribed_unitary_pseudogene	0.114606857487691	3.218145136
12380	ENSG00000198155.5	transcribed_unprocessed_pseudogene	-0.0937368074548077	0.482430919660016
9680	ENSG00000232766.1	processed_pseudogene	0.0936860815388285	4.05633397
17955	ENSG00000137434.11	protein_coding	0.0942294383349098	5.206341887
9717	ENSG00000235670.1	processed_pseudogene	0.0932196248038659	2.135910965
9397	ENSG00000180914.10	protein_coding	-0.0928597620227552	3.291462473
10522	ENSG00000182921.9	processed_pseudogene	0.0912263281516141	0.230019172164882
2434	ENSG00000237897.2	processed_pseudogene	-0.0937786616025009	1.38752098
4324	ENSG00000226148.1	processed_pseudogene	0.0911474012489441	0.447251033700534
14900	ENSG00000188242.4	3prime_overlapping_ncRNA	0.0915243616562522	11.1305214
3773	ENSG00000227722.2	transcribed_processed_pseudogene	-0.0938684360976974	4.3130327
2062	ENSG00000277670.1	unprocessed_pseudogene	-0.0915810219528043	8.50965194
8844	ENSG00000135912.10	protein_coding	0.091305320294532	-0.202972109069527
18803	ENSG00000010030.13	protein_coding	-0.0911132152853035	-1.302019066
17783	ENSG00000164379.6	protein_coding	0.0939332822282928	-0.132500293472751
14626	ENSG00000250968.1	lincRNA	-0.0972412345527714	-0.765987554480947
2671	ENSG00000228035.1	antisense	-0.0922749874928667	4.317667312
11884	ENSG00000237473.1	lincRNA	0.0912777944757419	1.765093493
1220	ENSG00000200796.1	snRNA	0.0935441300647961	1.052288338
16868	ENSG00000280987.4	protein_coding	-0.0912353895572562	2.74338459
5588	ENSG00000224626.1	lincRNA	-0.0943223845063313	5.056655042
17441	ENSG00000182132.13	protein_coding	0.09105172055893	1.171131119
8126	ENSG00000270460.1	lincRNA	-0.0925042144348166	6.175396009
11933	ENSG00000275163.1	protein_coding	0.0920575399084713	6.935016588
11076	ENSG00000265981.1	miRNA	0.0912843223829394	1.839352282
13590	ENSG00000201901.1	misc_RNA	0.0918723324261885	1.58452889
601	ENSG00000117154.11	protein_coding	0.0963672138794659	-1.054423617
18527	ENSG00000229836.1	unprocessed_pseudogene	0.0931119993546536	-0.377377529271341
10627	ENSG00000200703.1	snRNA	-0.0935470609028496	7.504464354
9158	ENSG00000144481.16	protein_coding	-0.0923437145113846	1.203257239
12216	ENSG00000224855.5	antisense	-0.0938429208115193	7.370125305
10683	ENSG00000285614.1	lincRNA	-0.0931861003313355	2.840130025
8683	ENSG00000224839.1	processed_pseudogene	-0.094413616045627	3.125869268
14391	ENSG00000270883.1	lincRNA	0.0917719215257936	0.985297307823028
11591	ENSG00000242908.6	antisense	-0.0924138836275627	4.629470353
4501	ENSG00000232537.1	lincRNA	0.104409934143249	-1.237813041
13408	ENSG00000163737.3	protein_coding	0.0951844292987717	1.62868423
16345	ENSG00000247402.2	lincRNA	0.0920239717341739	7.020721599
3641	ENSG00000162746.14	protein_coding	0.0909748184763464	4.511792962
15526	ENSG00000249492.1	processed_transcript	0.09125874658898	-0.0455729937827829
15898	ENSG00000157107.13	protein_coding	-0.0908668351238499	0.488621186700299
17064	ENSG00000249429.1	lincRNA	0.0996580413105628	-0.304015732200848
3775	ENSG00000228697.3	lincRNA	0.0912590462971865	0.568397444853116
16437	ENSG00000250045.2	processed_pseudogene	0.134595426828539	0.282616750036053
10150	ENSG00000283726.1	miRNA	-0.0938443771564075	4.090196087
16677	ENSG00000224015.1	lincRNA	0.0938174195414079	4.758700739
10985	ENSG00000121577.13	protein_coding	0.0906506504668972	-0.0521144402336345
10426	ENSG00000239926.1	processed_pseudogene	-0.0941724738914412	4.449141178
5551	ENSG00000238371.1	snoRNA	0.0918140558471643	-0.0382868549673346
11955	ENSG00000272660.1	antisense	0.0954520422892523	5.240201709
4549	ENSG00000117650.12	protein_coding	-0.0910371241990787	1.980617518
2218	ENSG00000162669.15	protein_coding	-0.090614745012524	-0.528003984825989
4725	ENSG00000212398.1	snRNA	0.111060313228691	-1.40293265
897	ENSG00000241547.1	processed_pseudogene	-0.0935049363884636	6.29395207
7533	ENSG00000231147.2	unprocessed_pseudogene	-0.0923716814496266	2.714373786
17425	ENSG00000279752.1	TEC	0.094384136009348	2.715744112
17063	ENSG00000279130.1	TEC	-0.0926190079038309	1.65998479
6531	ENSG00000279201.1	TEC	0.0960233666979134	3.81833778
8532	ENSG00000227736.1	unprocessed_pseudogene	0.092088172303497	1.264909844
15536	ENSG00000224993.3	processed_pseudogene	0.0906172824019313	2.253848426
7814	ENSG00000121989.14	protein_coding	-0.0931169271338885	6.780631609
5738	ENSG00000272056.1	antisense	0.0910637882087706	4.928351918
17677	ENSG00000273549.1	misc_RNA	0.0909026956331068	3.632887359
5045	ENSG00000244457.2	transcribed_processed_pseudogene	-0.0920706370197854	6.691522482
2634	ENSG00000116793.15	protein_coding	0.0920076671463093	-0.183859878767371
16711	ENSG00000202417.1	misc_RNA	0.0928969720116982	-0.450327148030248
17007	ENSG00000253485.2	protein_coding	-0.0938616886383533	6.860669731
8836	ENSG00000144580.13	protein_coding	0.0933611087156076	4.047417384
4060	ENSG00000224468.3	antisense	-0.0930511860208916	5.817002681
7946	ENSG00000223642.7	antisense	0.0909167971705007	2.355934579
7629	ENSG00000284659.1	processed_pseudogene	0.0945626123741797	3.010543964
13178	ENSG00000128040.10	protein_coding	0.0995811692269452	4.318769833
4623	ENSG00000226013.1	processed_pseudogene	0.09477409666053	-1.336218556
6473	ENSG00000234485.5	unprocessed_pseudogene	0.108252977634562	-1.36095822
3303	ENSG00000273110.1	antisense	-0.0909580988666801	3.457493622
17626	ENSG00000249129.1	processed_pseudogene	0.0926031138454345	4.730598345
15661	ENSG00000234553.1	sense_intronic	0.0902584634119252	5.469334715
8603	ENSG00000163599.15	protein_coding	-0.0924458427396922	1.415846222
181	ENSG00000226286.1	antisense	0.0914816655438112	-0.951361800696101
15806	ENSG00000250289.1	processed_pseudogene	0.0901674662216839	-1.022841687
4416	ENSG00000174514.12	protein_coding	-0.0917957776374923	7.908716504
6441	ENSG00000115998.7	protein_coding	-0.093187110072934	6.759576276
11284	ENSG00000113971.19	protein_coding	0.0915752319498686	3.675435386
15297	ENSG00000270430.1	processed_pseudogene	0.0965492983473087	-0.252334149657429
5157	ENSG00000244066.3	misc_RNA	0.0904197601971383	-0.969717124744849
3322	ENSG00000160685.13	protein_coding	0.0934341057068918	0.936659732942878
3727	ENSG00000230231.1	unprocessed_pseudogene	-0.091827847276802	7.140092986
17192	ENSG00000164591.13	protein_coding	0.104335409997764	-0.560685872970184
8221	ENSG00000278418.1	miRNA	-0.0900642137039315	3.703718139
18205	ENSG00000274750.2	protein_coding	0.0987951190811716	1.158291341
6918	ENSG00000172005.10	protein_coding	-0.0985024351459968	-1.522910118
7278	ENSG00000266139.2	miRNA	0.110272728496064	-0.890018286736822
15599	ENSG00000207627.1	miRNA	0.114112019266719	-0.865895790879259
869	ENSG00000260063.1	antisense	-0.090052570875501	-0.91388315095195
15318	ENSG00000199765.1	snRNA	0.116227581003648	-0.290851283331406
13025	ENSG00000252243.1	snRNA	0.0903390915597052	3.232960684
11867	ENSG00000243398.3	misc_RNA	0.103405154733171	-0.914297712134134
16910	ENSG00000113068.9	protein_coding	-0.0930363982216939	5.002110059
5354	ENSG00000130508.10	protein_coding	-0.0918901569483302	7.627774444
13449	ENSG00000138755.5	protein_coding	-0.0921327145188574	4.855485993
17758	ENSG00000250765.6	lincRNA	0.0898305343325813	0.766444558677421
9623	ENSG00000231915.2	unprocessed_pseudogene	-0.0917096775685947	4.982348399
3474	ENSG00000158481.12	protein_coding	0.0938890789394718	2.324201592
13551	ENSG00000145284.11	protein_coding	0.0903505307776567	-0.517913273685819
8612	ENSG00000116117.17	protein_coding	-0.0903906669493925	1.079198906
2704	ENSG00000231072.1	processed_pseudogene	0.0908954881561687	2.919158896
13429	ENSG00000250315.2	transcribed_processed_pseudogene	-0.0927862591545389	7.969654191
17458	ENSG00000254012.1	processed_pseudogene	0.0904164676170234	0.572096281701325
4956	ENSG00000116991.10	protein_coding	-0.0942687020079332	-0.52497850630374
8544	ENSG00000202137.1	misc_RNA	0.101361935799235	-0.120116783916322
12307	ENSG00000212146.1	snRNA	0.0917038051790724	1.385504663
9066	ENSG00000115053.15	protein_coding	-0.0936582901169095	2.336222654
12789	ENSG00000251638.1	processed_pseudogene	0.0923282825267012	1.005660945
3066	ENSG00000143382.14	protein_coding	0.0930290881709951	3.706942324
11968	ENSG00000239880.1	processed_pseudogene	0.0970506703585101	-0.207136286265573
4866	ENSG00000199396.1	rRNA	-0.0906672411183944	5.782392167
13180	ENSG00000251799.1	misc_RNA	0.114742197502733	1.4864574
10650	ENSG00000251727.1	snRNA	-0.091699740969452	5.711129299
13413	ENSG00000248848.1	transcribed_unprocessed_pseudogene	0.0895710970929894	3.072711484
2398	ENSG00000271578.1	processed_pseudogene	0.0897458718169511	-1.410998104
11029	ENSG00000173230.15	protein_coding	0.11179087994587	6.250431846
1118	ENSG00000284773.1	protein_coding	0.0895486136067775	3.688139864
15012	ENSG00000250060.1	lincRNA	-0.0912537438238109	9.035755051
8701	ENSG00000232409.1	processed_pseudogene	0.0914269966815201	6.138152416
4996	ENSG00000227630.3	lincRNA	0.105249532337006	0.541356712684135
16367	ENSG00000201790.1	rRNA_pseudogene	0.0904675703515516	2.384966607
13857	ENSG00000249257.1	processed_pseudogene	-0.0937182650103883	9.560836988
13323	ENSG00000250696.5	antisense	0.0898017753554146	-0.770514210462954
5274	ENSG00000196071.5	protein_coding	-0.102986885224564	1.22740189
1841	ENSG00000244256.3	misc_RNA	0.0894691546843579	0.519657089624661
12808	ENSG00000242640.1	processed_pseudogene	-0.0894490979776613	-0.768126669825668
15736	ENSG00000268942.2	processed_pseudogene	0.097116213593584	1.117382949
14394	ENSG00000264678.1	miRNA	0.090753161060764	0.217902730291566
7763	ENSG00000224852.1	processed_pseudogene	-0.0921103660384009	5.009475658
1593	ENSG00000232846.1	processed_pseudogene	0.0897650332162883	1.833880175
6714	ENSG00000132313.14	protein_coding	0.0933565356324398	4.585780153
17437	ENSG00000234511.9	protein_coding	0.0931477566295933	7.849822109
13911	ENSG00000260526.1	antisense	-0.0900755577651215	-0.617374202395953
8040	ENSG00000241074.3	misc_RNA	-0.0895610672456466	6.584467379
2274	ENSG00000211575.3	miRNA	0.0914377990858734	7.43126449
11910	ENSG00000232461.1	lincRNA	0.0966221394301292	1.452431991
10981	ENSG00000272967.1	antisense	0.0917455177913014	-0.532971256368133
2425	ENSG00000227408.1	unprocessed_pseudogene	0.0895501391221296	6.472136716
14883	ENSG00000282994.1	processed_pseudogene	0.0902016776831633	1.942022246
15321	ENSG00000248878.1	transcribed_processed_pseudogene	0.0903152969381711	2.067967844
3372	ENSG00000116580.18	protein_coding	-0.0925126329007162	7.298557236
9931	ENSG00000234617.2	antisense	-0.0920943220708229	2.915448005
3234	ENSG00000197956.9	protein_coding	0.0928414059637174	0.718245478014384
9291	ENSG00000263752.1	miRNA	-0.0919513953434912	5.943679096
7779	ENSG00000200287.1	misc_RNA	-0.0926471421891309	2.120598888
12364	ENSG00000232832.1	antisense	-0.0892562989578344	1.488629753
8289	ENSG00000138434.16	protein_coding	0.101810382807235	0.937259264892776
9594	ENSG00000272477.1	sense_intronic	-0.0898665931219329	-0.544291563272717
11781	ENSG00000220343.5	processed_pseudogene	0.0941978497365436	7.338519164
11799	ENSG00000226765.1	processed_pseudogene	0.0890149993032017	1.005919029
13787	ENSG00000145354.11	protein_coding	0.0983120459524805	5.973684347
18928	ENSG00000124641.15	protein_coding	-0.0897723416029166	2.730199187
10583	ENSG00000243877.1	processed_pseudogene	-0.090521236398672	2.012744072
614	ENSG00000169991.10	protein_coding	-0.12610570796287	-1.38735244
15059	ENSG00000248537.1	antisense	0.0903364730776953	2.135165087
9300	ENSG00000168393.12	protein_coding	0.0890971541386264	0.146270233954839
4989	ENSG00000228830.1	antisense	0.095065415186302	5.249586977
19030	ENSG00000276156.1	unprocessed_pseudogene	-0.102255361396333	-1.573182738
15788	ENSG00000239870.1	processed_pseudogene	0.0892641397074842	0.597770446935127
4064	ENSG00000232860.7	processed_transcript	-0.0909522709839542	-1.008166629
1456	ENSG00000117448.13	protein_coding	-0.0894288021474897	7.03548852
11420	ENSG00000155903.11	protein_coding	0.0929891196056532	7.273822052
11100	ENSG00000243429.1	unprocessed_pseudogene	0.0904448147117833	-0.624810184504918
15576	ENSG00000248789.5	lincRNA	0.0919603773856441	-0.406115441957383
16519	ENSG00000172869.14	protein_coding	0.0897746212990545	0.51192715223465
6518	ENSG00000271536.1	processed_pseudogene	0.0888378683581976	0.143067838084387
836	ENSG00000284309.1	bidirectional_promoter_lncRNA	-0.093480951370279	7.514920064
1798	ENSG00000234204.1	processed_pseudogene	0.0889299189432929	1.042423243
1475	ENSG00000233114.2	processed_pseudogene	-0.0934126205317669	6.505253396
10903	ENSG00000285943.1	protein_coding	0.114113730967475	-1.518756027
15500	ENSG00000198865.9	protein_coding	0.0887767021375533	-0.887896910852918
5655	ENSG00000119778.14	protein_coding	-0.0905526087962397	1.45490677
11647	ENSG00000214919.3	sense_intronic	0.0889974242575487	0.0669281857836423
11653	ENSG00000240489.1	processed_pseudogene	-0.0916529151020224	5.42803113
12369	ENSG00000236246.2	unprocessed_pseudogene	-0.0904561263025893	1.752399742
15900	ENSG00000248930.1	processed_pseudogene	0.102938226326309	-0.310651273413765
737	ENSG00000252578.1	snRNA	-0.0896108404019097	3.597130112
9229	ENSG00000202099.1	snRNA	0.0898704518573957	1.151801243
3438	ENSG00000160838.13	protein_coding	-0.0887471130269561	2.510587727
7311	ENSG00000243389.1	3prime_overlapping_ncRNA	0.0947716317405266	-1.559818001
13419	ENSG00000124882.3	protein_coding	-0.0924538129124559	6.217478005
8017	ENSG00000115339.13	protein_coding	-0.0886179300218397	-0.138064616333651
16541	ENSG00000248853.1	processed_pseudogene	0.0901284966746484	-0.407189685665585
1504	ENSG00000187048.12	protein_coding	0.0964608977688497	0.794011878019678
7996	ENSG00000212312.1	rRNA_pseudogene	-0.0921611698911996	6.597142632
12577	ENSG00000202054.1	rRNA_pseudogene	-0.0920999113704047	5.840791837
14844	ENSG00000275826.1	processed_pseudogene	0.107605856038128	-1.487687726
1365	ENSG00000179178.10	protein_coding	-0.0885559108417202	1.055545905
2854	ENSG00000271439.1	processed_pseudogene	-0.0919003566085134	4.418690258
13987	ENSG00000273716.2	processed_pseudogene	-0.0885489279581587	-0.481546487198575
6195	ENSG00000275052.4	protein_coding	0.0884336427819291	3.764608988
7266	ENSG00000235881.2	lincRNA	-0.0886812279025785	7.875829503
11119	ENSG00000114544.16	protein_coding	0.0885000982603019	2.957279947
17909	ENSG00000220472.1	processed_pseudogene	0.178390266981029	-1.267947171
14071	ENSG00000248565.2	processed_pseudogene	-0.0912450073539353	8.271486345
1156	ENSG00000264592.2	misc_RNA	0.0890995279994499	-1.42004631
7820	ENSG00000281772.1	TEC	0.0886077220716751	2.465629417
10082	ENSG00000010256.10	protein_coding	-0.0894109024777568	8.027408886
12717	ENSG00000248188.2	processed_pseudogene	0.0903318646780719	0.81010439650936
2619	ENSG00000234790.1	processed_pseudogene	-0.0922289875304817	4.440481919
17040	ENSG00000113555.5	protein_coding	-0.0900555259238416	9.683702777
18852	ENSG00000199938.1	misc_RNA	0.207067128023043	-0.667794809821021
9660	ENSG00000213871.3	processed_pseudogene	0.0942422352081697	-1.104614792
17256	ENSG00000155506.16	protein_coding	-0.0913451422774389	4.04618381
18114	ENSG00000278128.1	processed_pseudogene	0.0885068165710349	2.598344537
5074	ENSG00000215808.3	lincRNA	-0.0905824185812448	-0.107166808853257
7562	ENSG00000226915.1	processed_pseudogene	0.0898676404274591	0.482217277557087
12791	ENSG00000109610.5	protein_coding	0.0908957536299781	2.81623761
2670	ENSG00000285698.1	lincRNA	-0.088210248942586	0.238820543593056
12763	ENSG00000250243.2	antisense	0.0896996897640339	6.412898768
15930	ENSG00000049860.13	protein_coding	0.0977793713814736	-1.483095693
480	ENSG00000116731.22	protein_coding	0.090282393548474	3.376626036
4083	ENSG00000116406.18	protein_coding	0.0883527658831158	0.334019523115105
7400	ENSG00000144119.3	protein_coding	0.091128029277217	4.179157533
6271	ENSG00000206973.1	snRNA	0.092444117110474	5.462721987
11598	ENSG00000152601.17	protein_coding	-0.0921208271064277	6.749225786
4881	ENSG00000206878.1	snoRNA	-0.0884767858740979	-0.339216021161193
3680	ENSG00000212527.1	rRNA_pseudogene	0.0921657104312344	5.004325548
12595	ENSG00000163612.10	unprocessed_pseudogene	-0.0931729078110839	6.202081031
14104	ENSG00000248187.1	lincRNA	0.0919337513468307	5.655475714
9207	ENSG00000234949.2	antisense	-0.0907202560176245	3.884155244
1126	ENSG00000284640.1	lincRNA	0.0902030946229712	-0.391641295911293
17387	ENSG00000285549.1	lincRNA	-0.0927401051282973	4.630735181
8430	ENSG00000081320.10	protein_coding	0.0933751298403824	4.762570251
8216	ENSG00000265396.1	miRNA	-0.0913446436854411	-1.231714632
14350	ENSG00000251482.1	processed_pseudogene	0.0885286037201922	3.127059342
1512	ENSG00000225506.2	lincRNA	-0.0902145139327015	3.704764275
7947	ENSG00000270893.1	processed_pseudogene	0.0916554074215115	0.223834297463057
10025	ENSG00000160799.11	protein_coding	-0.0940083677765563	6.889625271
57	ENSG00000230699.2	lincRNA	0.0891396735387549	5.323566641
9555	ENSG00000263573.1	miRNA	0.0892998960349755	0.816601797952511
14212	ENSG00000145391.13	protein_coding	0.0932452220075365	4.186750938
3562	ENSG00000224261.2	processed_pseudogene	0.0888452199286156	2.31756449
5744	ENSG00000138028.15	protein_coding	0.0919557374672796	4.950359567
5089	ENSG00000223694.1	processed_pseudogene	-0.0910811061534902	3.57052339
904	ENSG00000158195.10	protein_coding	0.0878841708771038	1.013149583
4727	ENSG00000143514.16	protein_coding	-0.105260363353891	-1.390503885
7481	ENSG00000163161.13	protein_coding	0.0895766518787919	4.003258676
18578	ENSG00000204424.9	protein_coding	0.0884508002346645	-1.16661795
9326	ENSG00000224318.5	processed_transcript	-0.0921540332925552	5.984184133
217	ENSG00000231510.1	lincRNA	0.0921617610585126	2.127562643
13873	ENSG00000285330.1	protein_coding	0.0881205497558113	1.917381657
10690	ENSG00000248365.3	processed_pseudogene	-0.0910149496680844	3.553606844
6867	ENSG00000239819.2	IG_V_gene	0.0951948775308118	-0.501279439924424
